Audit Log Report - Effective Date[08/24/2026]
"Report generated on - Aug 24, 2026 10:57:19 AM"
Report generated by - Tanishq Gupta

Id,Operation,Activity,Level,Level Details,Date,User,Description,Field,Old Setting,New Setting,Effective From,Package generated or not
441270374,Manage Screen Set,Update,Market,US Country Office," Aug 24, 2026 5:18:35 AM ",eq961852 - Tanishq Gupta,Current Settings: Screen Kiosk 6 Lunch Menu - Limited Time Promotion of screen set 02 - TSMOA has been updated.,Caption(19-Mandarin),FIFA World Cup™ Meal - 10 pc. Chicken McNuggets®,new btn,"Aug 24, 2026",N/A
441270374,Manage Screen Set,Update,Market,US Country Office," Aug 24, 2026 5:18:35 AM ",eq961852 - Tanishq Gupta,Current Settings: Screen Kiosk 6 Lunch Menu - Limited Time Promotion of screen set 02 - TSMOA has been updated.,Image Name(61-Deutsch),Kiosk_202606_25876_EVM_M_SpicyMcCrispy,,"Aug 24, 2026",N/A
441270374,Manage Screen Set,Update,Market,US Country Office," Aug 24, 2026 5:18:35 AM ",eq961852 - Tanishq Gupta,Current Settings: Screen Kiosk 6 Lunch Menu - Limited Time Promotion of screen set 02 - TSMOA has been updated.,Caption(61-Mandarin),FIFA World Cup™ Meal - Spicy McCrispy\t,new btn,"Aug 24, 2026",N/A
441270374,Manage Screen Set,Update,Market,US Country Office," Aug 24, 2026 5:18:35 AM ",eq961852 - Tanishq Gupta,Current Settings: Screen Kiosk 6 Lunch Menu - Limited Time Promotion of screen set 02 - TSMOA has been updated.,Caption(59-SpanishUS),FIFA World Cup™ Meal - Deluxe McCrispy\t,new btn,"Aug 24, 2026",N/A
441270374,Manage Screen Set,Update,Market,US Country Office," Aug 24, 2026 5:18:35 AM ",eq961852 - Tanishq Gupta,Current Settings: Screen Kiosk 6 Lunch Menu - Limited Time Promotion of screen set 02 - TSMOA has been updated.,Image Name(59-SpanishUS),Kiosk_202606_25874_EVM_M_DeluxeMcCrispy,,"Aug 24, 2026",N/A
441270374,Manage Screen Set,Update,Market,US Country Office," Aug 24, 2026 5:18:35 AM ",eq961852 - Tanishq Gupta,Current Settings: Screen Kiosk 6 Lunch Menu - Limited Time Promotion of screen set 02 - TSMOA has been updated.,Image Name(59-Mandarin),Kiosk_202606_25874_EVM_M_DeluxeMcCrispy,,"Aug 24, 2026",N/A
441270374,Manage Screen Set,Update,Market,US Country Office," Aug 24, 2026 5:18:35 AM ",eq961852 - Tanishq Gupta,Current Settings: Screen Kiosk 6 Lunch Menu - Limited Time Promotion of screen set 02 - TSMOA has been updated.,Caption(1-SpanishUS),Limited Time: FIFA World Cup™ Meal,,"Aug 24, 2026",N/A
441270374,Manage Screen Set,Update,Market,US Country Office," Aug 24, 2026 5:18:35 AM ",eq961852 - Tanishq Gupta,Current Settings: Screen Kiosk 6 Lunch Menu - Limited Time Promotion of screen set 02 - TSMOA has been updated.,Image Name(19-French),Kiosk_202604_25700_Q2JUNEBR10PieceNuggetsMeal,,"Aug 24, 2026",N/A
441270374,Manage Screen Set,Update,Market,US Country Office," Aug 24, 2026 5:18:35 AM ",eq961852 - Tanishq Gupta,Current Settings: Screen Kiosk 6 Lunch Menu - Limited Time Promotion of screen set 02 - TSMOA has been updated.,Caption(61-English),FIFA World Cup™ Meal - Spicy McCrispy\t,new btn,"Aug 24, 2026",N/A
441270374,Manage Screen Set,Update,Market,US Country Office," Aug 24, 2026 5:18:35 AM ",eq961852 - Tanishq Gupta,Current Settings: Screen Kiosk 6 Lunch Menu - Limited Time Promotion of screen set 02 - TSMOA has been updated.,Button(61)(Button(61)),Enable,Disable,"Aug 24, 2026",N/A
441270374,Manage Screen Set,Update,Market,US Country Office," Aug 24, 2026 5:18:35 AM ",eq961852 - Tanishq Gupta,Current Settings: Screen Kiosk 6 Lunch Menu - Limited Time Promotion of screen set 02 - TSMOA has been updated.,Width(59),2,1,"Aug 24, 2026",N/A
441270374,Manage Screen Set,Update,Market,US Country Office," Aug 24, 2026 5:18:35 AM ",eq961852 - Tanishq Gupta,Current Settings: Screen Kiosk 6 Lunch Menu - Limited Time Promotion of screen set 02 - TSMOA has been updated.,Image Name(63-Cantonese),Kiosk_202606_25820_EVM_M_FIFA_FiletOFish,,"Aug 24, 2026",N/A
441270374,Manage Screen Set,Update,Market,US Country Office," Aug 24, 2026 5:18:35 AM ",eq961852 - Tanishq Gupta,Current Settings: Screen Kiosk 6 Lunch Menu - Limited Time Promotion of screen set 02 - TSMOA has been updated.,Image Name(19-Deutsch),Kiosk_202604_25700_Q2JUNEBR10PieceNuggetsMeal,,"Aug 24, 2026",N/A
441270374,Manage Screen Set,Update,Market,US Country Office," Aug 24, 2026 5:18:35 AM ",eq961852 - Tanishq Gupta,Current Settings: Screen Kiosk 6 Lunch Menu - Limited Time Promotion of screen set 02 - TSMOA has been updated.,Caption(45-Cantonese),FIFA World Cup™ Meal - Quarter Pounder  with Cheese,new btn,"Aug 24, 2026",N/A
441270374,Manage Screen Set,Update,Market,US Country Office," Aug 24, 2026 5:18:35 AM ",eq961852 - Tanishq Gupta,Current Settings: Screen Kiosk 6 Lunch Menu - Limited Time Promotion of screen set 02 - TSMOA has been updated.,Caption(59-English),FIFA World Cup™ Meal - Deluxe McCrispy\t,new btn,"Aug 24, 2026",N/A
441270374,Manage Screen Set,Update,Market,US Country Office," Aug 24, 2026 5:18:35 AM ",eq961852 - Tanishq Gupta,Current Settings: Screen Kiosk 6 Lunch Menu - Limited Time Promotion of screen set 02 - TSMOA has been updated.,Caption(59-French),FIFA World Cup™ Meal - Deluxe McCrispy\t,new btn,"Aug 24, 2026",N/A
441270374,Manage Screen Set,Update,Market,US Country Office," Aug 24, 2026 5:18:35 AM ",eq961852 - Tanishq Gupta,Current Settings: Screen Kiosk 6 Lunch Menu - Limited Time Promotion of screen set 02 - TSMOA has been updated.,Caption(59-Cantonese),FIFA World Cup™ Meal - Deluxe McCrispy\t,new btn,"Aug 24, 2026",N/A
441270374,Manage Screen Set,Update,Market,US Country Office," Aug 24, 2026 5:18:35 AM ",eq961852 - Tanishq Gupta,Current Settings: Screen Kiosk 6 Lunch Menu - Limited Time Promotion of screen set 02 - TSMOA has been updated.,Caption(49-Cantonese),FIFA World Cup™ Meal - 2 Cheeseburger,new btn,"Aug 24, 2026",N/A
441270374,Manage Screen Set,Update,Market,US Country Office," Aug 24, 2026 5:18:35 AM ",eq961852 - Tanishq Gupta,Current Settings: Screen Kiosk 6 Lunch Menu - Limited Time Promotion of screen set 02 - TSMOA has been updated.,Caption(53-Mandarin),FIFA World Cup™ Meal - 2 Spicy Snack Wrap ,new btn,"Aug 24, 2026",N/A
441270374,Manage Screen Set,Update,Market,US Country Office," Aug 24, 2026 5:18:35 AM ",eq961852 - Tanishq Gupta,Current Settings: Screen Kiosk 6 Lunch Menu - Limited Time Promotion of screen set 02 - TSMOA has been updated.,Caption(75-English),FIFA World Cup™ Meal Deal - $8 McChicken ,new btn,"Aug 24, 2026",N/A
441270374,Manage Screen Set,Update,Market,US Country Office," Aug 24, 2026 5:18:35 AM ",eq961852 - Tanishq Gupta,Current Settings: Screen Kiosk 6 Lunch Menu - Limited Time Promotion of screen set 02 - TSMOA has been updated.,Caption(75-SpanishUS),FIFA World Cup™ Meal Deal - $8 McChicken ,new btn,"Aug 24, 2026",N/A
